original_concept_name_gm	diff_1_cc	diff_2_cc	concept_id	concept_name	diff_3_cc	diff_4_cn_who
Sonstige näher bezeichnete Deformitäten der Wirbelsäule und des Rückens: Sakral- und Sakrokokzygealbereich	M43.88	M43.8	2005603	Sonstige näher bezeichnete Deformitäten der Wirbelsäule und des Rückens	(null)	(null)
Stadium 1 der chronischen Bindegewebe-Graft-versus-Host-Krankheit	M36.51	M36.5	(null)	(null)	M36	Systemkrankheiten des Bindegewebes bei anderenorts klassifizierten Krankheiten
Krankheit des Weichteilgewebes, nicht näher bezeichnet: Unterschenkel [Fibula, Tibia, Kniegelenk]	M79.96	M79.9	2005797	Krankheit des Weichteilgewebes, nicht näher bezeichnet	(null)	(null)
Kaschin-Beck-Krankheit: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]	M12.14	M12.1	2005405	Kaschin-Beck-Krankheit	(null)	(null)
Gicht durch Nierenfunktionsstörung: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]	M10.35	M10.3	2005394	Gicht durch Nierenfunktionsstörung	(null)	(null)
Luxation des Handgelenkes: Mediokarpal (-Gelenk)	S63.03	S63.0	2008897	Luxation des Handgelenkes	(null)	(null)
Seropositive chronische Polyarthritis, nicht näher bezeichnet: Oberarm [Humerus, Ellenbogengelenk]	M05.92	M05.9	2005360	Seropositive chronische Polyarthritis, nicht näher bezeichnet	(null)	(null)
Tendinitis calcarea: Nicht näher bezeichnete Lokalisation	M65.29	M65.2	2005703	Tendinitis calcarea	(null)	(null)
Knochennekrose, nicht näher bezeichnet: Mehrere Lokalisationen	M87.90	M87.9	2005864	Knochennekrose, nicht näher bezeichnet	(null)	(null)
Fibröse Dysplasie (monostotisch): Unterschenkel [Fibula, Tibia, Kniegelenk]	M85.06	M85.0	2005839	Fibröse Dysplasie (monostotisch)	(null)	(null)
Binnenschädigung des Kniegelenkes, nicht näher bezeichnet: Hinterhorn des Außenmeniskus	M23.95	M23.9	2005501	Binnenschädigung des Kniegelenkes, nicht näher bezeichnet	(null)	(null)
Ruptur der Synovialis: Oberarm [Humerus, Ellenbogengelenk]	M66.12	M66.1	2005710	Ruptur der Synovialis	(null)	(null)
Sonstige Störungen der Knochenentwicklung und des Knochenwachstums: Oberarm [Humerus, Ellenbogengelenk]	M89.22	M89.2	2005872	Sonstige Störungen der Knochenentwicklung und des Knochenwachstums	(null)	(null)
Osteophyt: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]	M25.71	M25.7	2005521	Osteophyt	(null)	(null)
Arzneimittelinduzierte Gicht: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]	M10.25	M10.2	2005393	Arzneimittelinduzierte Gicht	(null)	(null)
Gelenkkrankheit, nicht näher bezeichnet: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]	M25.98	M25.9	2005523	Gelenkkrankheit, nicht näher bezeichnet	(null)	(null)
Sonstige oberflächliche Verletzungen der Schulter und des Oberarmes: Insektenbiss oder -stich (ungiftig)	S40.83	S40.8	2008749	Sonstige oberflächliche Verletzungen der Schulter und des Oberarmes	(null)	(null)
Idiopathische periphere autonome Neuropathie, nicht näher bezeichnet	G90.09	G90.0	2003197	Idiopathische periphere autonome Neuropathie	(null)	(null)
Arzneimittelinduzierte Adipositas: Body-Mass-Index [BMI] nicht näher bezeichnet	E66.19	E66.1	2002255	Arzneimittelinduzierte Adipositas	(null)	(null)
Dekubitus 4. Grades: Sitzbein	L89.35	L89.3	2005271	Dekubitus 4. Grades	(null)	(null)
Sonstige näher bezeichnete Bursopathien: Unterarm [Radius, Ulna, Handgelenk]	M71.83	M71.8	2005744	Sonstige näher bezeichnete Bursopathien	(null)	(null)
Schleimbeutelabszess: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]	M71.08	M71.0	2005738	Schleimbeutelabszess	(null)	(null)
Nicht belegte Schlüsselnummer U99.7	U99.7	U99	(null)	(null)	(null)	(null)
Arzneimittelinduzierte Osteoporose mit pathologischer Fraktur: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]	M80.41	M80.4	2005803	Arzneimittelinduzierte Osteoporose mit pathologischer Fraktur	(null)	(null)
Gelenkschädigung, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation	M24.99	M24.9	2005512	Gelenkschädigung, nicht näher bezeichnet	(null)	(null)
Hydrops intermittens: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]	M12.47	M12.4	2005408	Hydrops intermittens	(null)	(null)
Arthritis bei Colitis ulcerosa: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]	M07.57	M07.5	2005375	Arthritis bei Colitis ulcerosa	(null)	(null)
Sonstige chronische Osteomyelitis: Oberarm [Humerus, Ellenbogengelenk]	M86.62	M86.6	2005855	Sonstige chronische Osteomyelitis	(null)	(null)
Sonstiger näher bezeichneter Diabetes mellitus: Mit Nierenkomplikationen: Nicht als entgleist bezeichnet	E13.20	E13.2	2002067	Sonstiger näher bezeichneter Diabetes mellitus: Mit Nierenkomplikationen	(null)	(null)
Pannikulitis in der Nacken- und Rückenregion: Thorakolumbalbereich	M54.05	M54.0	2005661	Pannikulitis in der Nacken- und Rückenregion	(null)	(null)
Skelettfluorose: Nicht näher bezeichnete Lokalisation	M85.19	M85.1	2005840	Skelettfluorose	(null)	(null)
Nicht näher bezeichnete Osteoporose mit pathologischer Fraktur: Unterarm [Radius, Ulna, Handgelenk]	M80.93	M80.9	2005806	Nicht näher bezeichnete Osteoporose mit pathologischer Fraktur	(null)	(null)
Sonstige näher bezeichnete Muskelkrankheiten: Unterarm [Radius, Ulna, Handgelenk]	M62.83	M62.8	2005692	Sonstige näher bezeichnete Muskelkrankheiten	(null)	(null)
Muskelzerrung: Nicht näher bezeichnete Lokalisation	M62.69	M62.6	2005691	Muskelzerrung	(null)	(null)
Arthritis und Polyarthritis durch sonstige Streptokokken: Mehrere Lokalisationen	M00.20	M00.2	2005330	Arthritis und Polyarthritis durch sonstige Streptokokken	(null)	(null)
Diabetes mellitus, Typ 1: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, als entgleist bezeichnet	E10.75	E10.7	2002039	Primär insulinabhängiger Diabetes mellitus [Typ-1-Diabetes]: Mit multiplen Komplikationen	(null)	(null)
Mastzellenleukämie: Ohne Angabe einer kompletten Remission	C94.30	C94.3	2001437	Mastzellenleukämie	(null)	(null)
Chronische respiratorische Insuffizienz, anderenorts nicht klassifiziert: Typ I [hypoxisch]	J96.10	J96.1	2004409	Chronische respiratorische Insuffizienz, anderenorts nicht klassifiziert	(null)	(null)
Apatitrheumatismus: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]	M11.04	M11.0	2005398	Apatitrheumatismus	(null)	(null)
Oberflächliche Verletzung sonstiger Teile des Halses: Prellung	S10.85	S10.8	2008538	Oberflächliche Verletzung sonstiger Teile des Halses	(null)	(null)
Erfolgte Registrierung zur Organtransplantation mit Dringlichkeitsstufe HU (High Urgency): Sonstige Organe	Z75.78	Z75.7	(null)	(null)	Z75	Probleme mit Bezug auf medizinische Betreuungsmöglichkeiten oder andere Gesundheitsversorgung
Oberflächliche Verletzung sonstiger und nicht näher bezeichneter Teile des Thorax: Schürfwunde	S20.81	S20.8	2008595	Oberflächliche Verletzung sonstiger und nicht näher bezeichneter Teile des Thorax	(null)	(null)
Arthritis nach Meningokokkeninfektion: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]	M03.08	M03.0	2005350	Arthritis nach Meningokokkeninfektion	(null)	(null)
Sonstige Krankheiten des Weichteilgewebes bei sonstigen anderenorts klassifizierten Krankheiten: Unterarm [Radius, Ulna, Handgelenk]	M73.83	M73.8	2005757	Sonstige Krankheiten des Weichteilgewebes bei sonstigen anderenorts klassifizierten Krankheiten	(null)	(null)
Einseitige chronische Nierenfunktionsstörung	N18.80	N18.8	(null)	(null)	N18	Chronische Nierenkrankheit
Stenose des Spinalkanals durch Bandscheiben: Lumbalbereich [lumbosakral]	M99.53	M99.5	2005945	Stenose des Spinalkanals durch Bandscheiben	(null)	(null)
Oberflächliche Verletzung sonstiger Teile des Kopfes: Art der Verletzung nicht näher bezeichnet	S00.80	S00.8	2008454	Oberflächliche Verletzung sonstiger Teile des Kopfes	(null)	(null)
Nichtvereinigung der Frakturenden [Pseudarthrose]: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]	M84.18	M84.1	2005832	Nichtvereinigung der Frakturenden [Pseudarthrose]	(null)	(null)
Osteodystrophia deformans bei Neubildungen: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]	M90.65	M90.6	2005886	Osteodystrophia deformans bei Neubildungen	(null)	(null)
Sonstige näher bezeichnete entzündliche Zustände der Kiefer	K10.28	K10.2	2004510	Entzündliche Zustände der Kiefer	(null)	(null)
Kalzifikation und Ossifikation von Muskeln bei Verbrennungen: Mehrere Lokalisationen	M61.30	M61.3	2005680	Kalzifikation und Ossifikation von Muskeln bei Verbrennungen	(null)	(null)
Nichteitrige Mastitis im Zusammenhang mit der Gestation: Ohne Angabe von Schwierigkeiten beim Anlegen	O91.20	O91.2	2006915	Nichteitrige Mastitis im Zusammenhang mit der Gestation	(null)	(null)
Primär insulinabhängiger Diabetes mellitus [Typ-1-Diabetes]: Mit peripheren vaskulären Komplikationen: Als entgleist bezeichnet	E10.51	E10.5	2012200	Diabetes mellitus, Typ 1: Mit peripheren vaskulären Komplikationen	(null)	(null)
Stadium 3 der akuten Verdauungstrakt-Graft-versus-host-Krankheit	K93.23	K93.2	(null)	(null)	K93	Krankheiten sonstiger Verdauungsorgane bei anderenorts klassifizierten Krankheiten
Luxation eines Brustwirbels: T11/T12	S23.16	S23.1	2008614	Luxation eines Brustwirbels	(null)	(null)
Schädlicher Gebrauch von nichtabhängigkeitserzeugenden Substanzen: Pflanzen oder Naturheilmittel	F55.6	F55	2002706	Missbrauch von nichtabhängigkeitserzeugenden Substanzen	(null)	(null)
Sonstiger näher bezeichneter Diabetes mellitus: Mit neurologischen Komplikationen: Als entgleist bezeichnet	E13.41	E13.4	2002069	Sonstiger näher bezeichneter Diabetes mellitus: Mit neurologischen Komplikationen	(null)	(null)
Sonstige näher bezeichnete Knorpelkrankheiten: Unterarm [Radius, Ulna, Handgelenk]	M94.83	M94.8	2005918	Sonstige näher bezeichnete Knorpelkrankheiten	(null)	(null)
Juvenile chronische Polyarthritis, adulter Typ: Oberarm [Humerus, Ellenbogengelenk]	M08.02	M08.0	2005378	Juvenile chronische Polyarthritis, adulter Typ	(null)	(null)
Osteopathie nach Poliomyelitis: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]	M89.67	M89.6	2005876	Osteopathie nach Poliomyelitis	(null)	(null)
Sonstige Instabilität eines Gelenkes: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]	M25.35	M25.3	2005517	Sonstige Instabilität eines Gelenkes	(null)	(null)
Spinale Spastik der quergestreiften Muskulatur	G95.83	G95.8	2003232	Sonstige näher bezeichnete Krankheiten des Rückenmarkes	(null)	(null)
Arthritis bei sonstigen anderenorts klassifizierten infektiösen und parasitären Krankheiten: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]	M01.87	M01.8	2005341	Arthritis bei sonstigen anderenorts klassifizierten infektiösen und parasitären Krankheiten	(null)	(null)
Gelenkkontraktur: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]	M24.58	M24.5	2005508	Gelenkkontraktur	(null)	(null)
Sonstige Instabilität eines Gelenkes: Mehrere Lokalisationen	M25.30	M25.3	2005517	Sonstige Instabilität eines Gelenkes	(null)	(null)
Luxation sonstiger und nicht näher bezeichneter Teile des Fußes: Teil nicht näher bezeichnet	S93.30	S93.3	2009100	Luxation sonstiger und nicht näher bezeichneter Teile des Fußes	(null)	(null)
Osteolyse: Nicht näher bezeichnete Lokalisation	M89.59	M89.5	2005875	Osteolyse	(null)	(null)
Chronische obstruktive Lungenkrankheit, nicht näher bezeichnet: FEV1 >=70 % des Sollwertes	J44.93	J44.9	2004307	Chronische obstruktive Lungenkrankheit, nicht näher bezeichnet	(null)	(null)
Pannikulitis, nicht näher bezeichnet: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]	M79.31	M79.3	2005791	Pannikulitis, nicht näher bezeichnet	(null)	(null)
Arthritis bei sonstigen anderenorts klassifizierten Viruskrankheiten: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]	M01.58	M01.5	2005339	Arthritis bei sonstigen anderenorts klassifizierten Viruskrankheiten	(null)	(null)
Traumatische Arthropathie: Nicht näher bezeichnete Lokalisation	M12.59	M12.5	2005409	Traumatische Arthropathie	(null)	(null)
Neuropathische Spondylopathie: Thorakalbereich	M49.44	M49.4	2005635	Neuropathische Spondylopathie	(null)	(null)
Hämarthros: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]	M25.08	M25.0	2005514	Hämarthros	(null)	(null)
Sonstige chronische hämatogene Osteomyelitis: Unterarm [Radius, Ulna, Handgelenk]	M86.53	M86.5	2005854	Sonstige chronische hämatogene Osteomyelitis	(null)	(null)
Spondylopathie bei sonstigen anderenorts klassifizierten infektiösen und parasitären Krankheiten: Nicht näher bezeichnete Lokalisation	M49.39	M49.3	2005634	Spondylopathie bei sonstigen anderenorts klassifizierten infektiösen und parasitären Krankheiten	(null)	(null)
Sonstige näher bezeichnete Arthrose: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]	M19.88	M19.8	2005463	Sonstige näher bezeichnete Arthrose	(null)	(null)
Osteochondrose der Wirbelsäule beim Erwachsenen: Thorakalbereich	M42.14	M42.1	2005593	Osteochondrose der Wirbelsäule beim Erwachsenen	(null)	(null)
Arzneimittelinduzierte Adipositas: Body-Mass-Index [BMI] von 35 bis unter 40	E66.11	E66.1	2002255	Arzneimittelinduzierte Adipositas	(null)	(null)
Schwere Rissverletzung der Leber	S36.15	S36.1	2008715	Verletzung der Leber oder der Gallenblase	(null)	(null)
Osteolyse: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]	M89.57	M89.5	2005875	Osteolyse	(null)	(null)
Sonstige Monozytenleukämie: Ohne Angabe einer kompletten Remission	C93.70	C93.7	2001432	Sonstige Monozytenleukämie	(null)	(null)
Distale interphalangeale Arthritis psoriatica: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]	M07.04	M07.0	2005370	Distale interphalangeale Arthritis psoriatica	(null)	(null)
Idiopathische Gicht: Unterschenkel [Fibula, Tibia, Kniegelenk]	M10.06	M10.0	2005391	Idiopathische Gicht	(null)	(null)
Subluxation (der Wirbelsäule): Lumbalbereich [lumbosakral]	M99.13	M99.1	2005941	Subluxation (der Wirbelsäule)	(null)	(null)
Reaktive Arthritis bei sonstigen anderenorts klassifizierten Krankheiten: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]	M03.65	M03.6	2005353	Reaktive Arthritis bei sonstigen anderenorts klassifizierten Krankheiten	(null)	(null)
Rekurrente Infektion mit Clostridium difficile	U69.40	U69.4	(null)	(null)	U69	(null)
Spondylopathie bei sonstigen anderenorts klassifizierten infektiösen und parasitären Krankheiten: Thorakolumbalbereich	M49.35	M49.3	2005634	Spondylopathie bei sonstigen anderenorts klassifizierten infektiösen und parasitären Krankheiten	(null)	(null)
Beteiligung des Auges und der Augenanhangsgebilde bei der chronischen Graft-versus-Host-Krankheit	H58.2	H58	2003550	Sonstige Affektionen des Auges und der Augenanhangsgebilde bei anderenorts klassifizierten Krankheiten	(null)	(null)
Weichteilschaden II. Grades bei geschlossener Fraktur oder Luxation des Fußes	S91.85	S91.8	(null)	(null)	S91	Offene Wunde der Knöchelregion und des Fußes
Pannikulitis in der Nacken- und Rückenregion: Zervikothorakalbereich	M54.03	M54.0	2005661	Pannikulitis in der Nacken- und Rückenregion	(null)	(null)
Weibliche Genitalverstümmelung, Typ nicht näher bezeichnet	N90.80	N90.8	2006392	Sonstige näher bezeichnete nichtentzündliche Krankheiten der Vulva und des Perineums	(null)	(null)
Chronische obstruktive Lungenkrankheit, nicht näher bezeichnet: FEV1 < 35 % des Sollwertes	J44.90	J44.9	2004307	Chronische obstruktive Lungenkrankheit, nicht näher bezeichnet	(null)	(null)
Traumatische Arthropathie: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]	M12.55	M12.5	2005409	Traumatische Arthropathie	(null)	(null)
Fraktur: Os trapezoideum	S62.15	S62.1	2008888	Fraktur eines oder mehrerer sonstiger Handwurzelknochen	(null)	(null)
Atherosklerose der Extremitätenarterien: Schulter-Arm-Typ, alle Stadien	I70.25	I70.2	2004024	Atherosklerose der Extremitätenarterien	(null)	(null)
Wirbelkörperkompression bei anderenorts klassifizierten Krankheiten: Zervikalbereich	M49.52	M49.5	2005636	Wirbelkörperkompression bei anderenorts klassifizierten Krankheiten	(null)	(null)
Divertikulitis des Dünndarmes mit Perforation, Abszess und Blutung	K57.03	K57.0	2004720	Divertikulose des Dünndarmes mit Perforation und Abszess	(null)	(null)
Temporäre Blutgerinnungsstörung	U69.12	U69.1	(null)	(null)	U69	(null)
Akute lymphatische Leukämie [ALL]: Ohne Angabe einer kompletten Remission	C91.00	C91.0	2001408	Akute lymphatische Leukämie [ALL]	(null)	(null)
Adipositas, nicht näher bezeichnet: Body-Mass-Index [BMI] nicht näher bezeichnet	E66.99	E66.9	2002258	Adipositas, nicht näher bezeichnet	(null)	(null)
Arthritis nach Impfung: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]	M02.21	M02.2	2005345	Arthritis nach Impfung	(null)	(null)
Sonstige Spondylose mit Radikulopathie: Lumbosakralbereich	M47.27	M47.2	2005618	Sonstige Spondylose mit Radikulopathie	(null)	(null)
Luxation eines Fingers: Interphalangeal (-Gelenk)	S63.12	S63.1	2008898	Luxation eines Fingers	(null)	(null)
Arthritis bei sonstigen anderenorts klassifizierten infektiösen und parasitären Krankheiten: Unterarm [Radius, Ulna, Handgelenk]	M01.83	M01.8	2005341	Arthritis bei sonstigen anderenorts klassifizierten infektiösen und parasitären Krankheiten	(null)	(null)
Luxation eines Lendenwirbels: L5/S1	S33.15	S33.1	2008687	Luxation eines Lendenwirbels	(null)	(null)
Sonstige näher bezeichnete Arthropathien, anderenorts nicht klassifiziert: Unterschenkel [Fibula, Tibia, Kniegelenk]	M12.86	M12.8	2005410	Sonstige näher bezeichnete Arthropathien, anderenorts nicht klassifiziert	(null)	(null)
Gicht, nicht näher bezeichnet: Mehrere Lokalisationen	M10.90	M10.9	2005396	Gicht, nicht näher bezeichnet	(null)	(null)
Sonstige Krankheiten der Synovialis und der Sehnen bei anderenorts klassifizierten Krankheiten: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]	M68.88	M68.8	2005725	Sonstige Krankheiten der Synovialis und der Sehnen bei anderenorts klassifizierten Krankheiten	(null)	(null)
Gallenblasenstein ohne Cholezystitis: Ohne Angabe einer Gallenwegsobstruktion	K80.20	K80.2	2004857	Gallenblasenstein ohne Cholezystitis	(null)	(null)
Osteoporose mit pathologischer Fraktur nach Ovarektomie: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]	M80.14	M80.1	2005800	Osteoporose mit pathologischer Fraktur nach Ovarektomie	(null)	(null)
Dekubitus 4. Grades: Kopf	L89.30	L89.3	2005271	Dekubitus 4. Grades	(null)	(null)
Sonstige Formen der Skoliose: Sakral- und Sakrokokzygealbereich	M41.88	M41.8	2005589	Sonstige Formen der Skoliose	(null)	(null)
Arthritis bei sonstigen anderenorts klassifizierten infektiösen und parasitären Krankheiten: Oberarm [Humerus, Ellenbogengelenk]	M01.82	M01.8	2005341	Arthritis bei sonstigen anderenorts klassifizierten infektiösen und parasitären Krankheiten	(null)	(null)
Wirbelkörperkompression bei anderenorts klassifizierten Krankheiten: Okzipito-Atlanto-Axialbereich	M49.51	M49.5	2005636	Wirbelkörperkompression bei anderenorts klassifizierten Krankheiten	(null)	(null)
Sonstige infektiöse Bursitis: Unterarm [Radius, Ulna, Handgelenk]	M71.13	M71.1	2005739	Sonstige infektiöse Bursitis	(null)	(null)
Spastische Paraparese und Paraplegie: Akute inkomplette Querschnittlähmung nichttraumatischer Genese	G82.11	G82.1	2003183	Spastische Paraparese und Paraplegie	(null)	(null)
